step,time,voltage,recovery,target_voltage,target_recovery,control_current,action,reward,distance,inside_success_region
36,7.2,-1.202270223008173,-0.46982621637163535,-1.199739933013916,-0.624674916267395,0.0,2,0.9170793343195751,0.3441302398423513,False
37,7.4,-1.2312996321228158,-0.4720714180691794,-1.199739933013916,-0.624674916267395,0.0,2,0.9143125190862204,0.3425770703215228,False
38,7.6000000000000005,-1.2570221463605866,-0.47472337750645494,-1.199739933013916,-0.624674916267395,0.0,2,0.905186661150572,0.34468188975157293,False
39,7.800000000000001,-1.279398153590538,-0.4777238513717066,-1.199739933013916,-0.624674916267395,0.0,2,0.8923106432388119,0.348796288152189,False
40,8.0,-1.298511513805749,-0.48101572745787596,-1.199739933013916,-0.624674916267395,0.0,2,0.8778593319336564,0.3535626886555074,False
41,8.200000000000001,-1.3145400273634449,-0.48454474228406186,-1.199739933013916,-0.624674916267395,0.0,2,0.8634961596629402,0.35799894713321795,False
42,8.4,-1.3277250113593015,-0.48826069429951546,-1.199739933013916,-0.624674916267395,0.0,2,0.8503798994106326,0.36147636633172237,False
43,8.6,-1.3383437132687406,-0.4921181767146338,-1.199739933013916,-0.624674916267395,0.0,2,0.8392260904256883,0.3636504361449138,False
44,8.8,-1.346686681955341,-0.4960769001434691,-1.199739933013916,-0.624674916267395,0.0,2,0.8303947769653838,0.3643829471735071,False
45,9.0,-1.3530408094257258,-0.500101696380709,-1.199739933013916,-0.624674916267395,0.0,2,0.8239829495992962,0.3636736841485703,False
46,9.200000000000001,-1.357677768531735,-0.504162296339114,-1.199739933013916,-0.624674916267395,0.0,2,0.8199082380354098,0.361607333154679,False
47,9.4,-1.3608470217937907,-0.5082329647030076,-1.199739933013916,-0.624674916267395,0.0,2,0.8179774542194377,0.35831522981987834,False
48,9.600000000000001,-1.3627723751865386,-0.5122920577046232,-1.199739933013916,-0.624674916267395,0.0,2,0.8179385304025693,0.3539493643254274,False
49,9.8,-1.3636510762782919,-0.5163215532529201,-1.199739933013916,-0.624674916267395,0.0,2,0.8195172663498432,0.34866566390008646,False
50,10.0,-1.3636546002335805,-0.5203065871609309,-1.199739933013916,-0.624674916267395,0.0,2,0.8224415827782686,0.3426139096154488,False
51,10.200000000000001,-1.362930452648049,-0.5242350166319344,-1.199739933013916,-0.624674916267395,0.0,2,0.8264562471685845,0.33593219248766665,False
52,10.4,-1.3616044989756648,-0.5280970226932967,-1.199739933013916,-0.624674916267395,0.0,2,0.8313307650901859,0.32874435248844397,False
53,10.600000000000001,-1.50485385288531,-0.5330813634527599,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.4462472304361562,0.5116356645374595,False
54,10.8,-1.4752145418842004,-0.5388528587122299,-1.199739933013916,-0.624674916267395,0.0,2,0.5793918796210787,0.4647417798446646,False
55,11.0,-1.4508191516163507,-0.5441235878006555,-1.199739933013916,-0.624674916267395,0.0,2,0.6493109085149525,0.42573582120294584,False
56,11.200000000000001,-1.284359161366905,-0.5477764919561844,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9022737340995466,0.21482444134616258,True
57,11.4,-1.4376936341211026,-0.5513570722155263,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.6465817414894822,0.400702124329535,False
58,11.600000000000001,-1.2719709288205083,-0.5547167842572271,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9159148912118453,0.19109493049384546,True
59,11.8,-1.4259878544854738,-0.5580163248225343,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.6780985098278496,0.3782827981496602,False
60,12.0,-1.2608162848067306,-0.5611110226739393,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.926609138460519,0.16965140409403556,True
61,12.200000000000001,-1.415358919999807,-0.5641549322934267,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7052527590899902,0.35794750655840984,False
62,12.4,-1.2506150491412713,-0.567007217922786,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9350268041776624,0.15016203222010796,True
63,12.600000000000001,-1.405577714348105,-0.5698162305292453,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.728976229254178,0.33932833464399353,False
64,12.8,-1.532599851883946,-0.574838727209284,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.3744900696562314,0.5239306452169565,False
65,13.0,-1.4894369379770696,-0.5804073853616412,-1.199739933013916,-0.624674916267395,0.0,2,0.5562234677302557,0.456414979484684,False
66,13.200000000000001,-1.4547142411350023,-0.5852899892688855,-1.199739933013916,-0.624674916267395,0.0,2,0.6561144307972854,0.4019134549998467,False
67,13.4,-1.2800647262730545,-0.5884140201692104,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9218582404924933,0.1475272059524975,True
68,13.600000000000001,-1.4267053502607292,-0.5913536439605375,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.687926962907016,0.3569425308868281,False
69,13.8,-1.2552617441777802,-0.5939846297320952,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9406922905339088,0.10930503553390233,True
70,14.0,-1.4046215619832938,-0.5964787331394297,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.738676002637417,0.321369986105542,False
71,14.200000000000001,-1.527147915204024,-0.6011093046730164,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.39990002660899204,0.5064195119458491,False
72,14.4,-1.4805982098476491,-0.6062291872952165,-1.199739933013916,-0.624674916267395,0.0,2,0.5880806076528002,0.434029599466155,False
73,14.600000000000001,-1.443115635098629,-0.6106201909308006,-1.199739933013916,-0.624674916267395,0.0,2,0.6908915732637708,0.3757245432085671,False
74,14.8,-1.2656281504074625,-0.6132159220852138,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9369407310196929,0.1045160381101944,True
75,15.0,-1.4099537826343471,-0.6155898693885781,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7296136236435772,0.3240354705035689,False
76,15.200000000000001,-1.2364341183710161,-0.6176313226646092,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9528173314709298,0.05858236775978117,True
77,15.4,-1.3841096749408621,-0.6195093834102873,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7829069496187582,0.28387793490004853,False
78,15.600000000000001,-1.5067337800870666,-0.6235196440125649,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.46925103440567156,0.47230520367474194,False
79,15.8,-1.460706239187301,-0.6280348617921276,-1.199739933013916,-0.624674916267395,0.0,2,0.645339653577314,0.4015560474735732,False
80,16.0,-1.2772372526568194,-0.6306378883478249,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9286041021404203,0.11996075743127682,True
81,16.2,-1.4166381133208312,-0.6329354332146517,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7147970086944467,0.3341940401216238,False
82,16.400000000000002,-1.2389510556854793,-0.6348279164097238,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9516376818998584,0.06440602360648255,True
83,16.6,-1.3831245493374125,-0.6364987275101632,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.784402368721189,0.28335105550602313,False
84,16.8,-1.5029309805294317,-0.6402536930483023,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.48049930368195876,0.46773072157902784,False
85,17.0,-1.4547517516859267,-0.6444779072936175,-1.199739933013916,-0.624674916267395,0.0,2,0.6600212879100037,0.3947862422328619,False
86,17.2,-1.269207344943116,-0.6467609754077243,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9331857821480904,0.11760393237598814,True
87,17.400000000000002,-1.4068813450157145,-0.6487106987403575,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7345789423816825,0.32312427698274904,False
88,17.6,-1.519729541727476,-0.6526324001081878,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.42412562885247107,0.4961965133126711,False
89,17.8,-1.4657402648474143,-0.6569175676168317,-1.199739933013916,-0.624674916267395,0.0,2,0.6279718318067252,0.4154563888271358,False
90,18.0,-1.27615020177892,-0.6591827582145797,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9254818761832255,0.14035474381545926,True
91,18.2,-1.410518172273807,-0.6610583241633686,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7240857806263764,0.33420175757498444,False
92,18.400000000000002,-1.2284632333998677,-0.6624610838115792,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9507684105111787,0.09488712129030505,True
93,18.6,-1.3689533820123676,-0.6635823057674618,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.8056712556339001,0.2743106784411544,False
94,18.8,-1.4866894840048963,-0.6667489018791818,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.5251278239981934,0.4512532642578699,False
95,19.0,-1.4371876924230573,-0.6703674698397067,-1.199739933013916,-0.624674916267395,0.0,2,0.6991990594002365,0.379153480436387,False
96,19.200000000000003,-1.249563315149313,-0.6720273070337076,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.939323068898955,0.1301855010355901,True
97,19.400000000000002,-1.3854444577980107,-0.673326572364291,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7722448753792718,0.3054715704492931,False
98,19.6,-1.4982585905967292,-0.6765920692218865,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.48666021960287914,0.4735291283923992,False
99,19.8,-1.4446156316981922,-0.6802347551284574,-1.199739933013916,-0.624674916267395,0.0,2,0.6770901082129873,0.39644774149405515,False
100,20.0,-1.2540465772500078,-0.6818622945919594,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.933338085068955,0.15208710461993968,True
101,20.200000000000003,-1.3874961241585448,-0.6830881857580732,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7646423248324136,0.3166820634226896,False
102,20.400000000000002,-1.2792995880556897,-0.6844464577486188,-1.199739933013916,-0.624674916267395,0.4000000059604645,3,1.9446905569282942,0.18062193327558132,True
103,20.6,-1.4085874723750167,-0.6860091868763024,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7198762852656316,0.3490178342440764,False
104,20.8,-1.2967005007805872,-0.6876340122427388,-1.199739933013916,-0.624674916267395,0.4000000059604645,3,1.9273440261829777,0.2045147351003514,True
105,21.0,-1.1226370075979808,-0.6869666792676086,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.915631252843649,0.18229776030826036,True
106,21.200000000000003,-0.9580733326196166,-0.6836332201167882,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6438749435491351,0.39420449757022435,False
107,21.400000000000002,-1.0349985333732779,-0.679652932523255,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8382322697947173,0.2813580931774315,False
108,21.6,-1.1114845604964279,-0.6769462925926485,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9399968608343428,0.17868506397724523,True
109,21.8,-0.949088230370802,-0.6735811736975115,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6245892341464252,0.40064037715249523,False
110,22.0,-1.0279959228754578,-0.6696013438026694,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8294342053151923,0.2824541688250279,False
111,22.200000000000003,-1.1066568541088542,-0.6669283745935308,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9387116907682838,0.17124299476247049,True
112,22.400000000000002,-0.9463140182450852,-0.6636306585332774,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6203297050781856,0.39938100114281977,False
113,22.6,-1.0271886393057348,-0.6597488861681795,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8307115670459575,0.27666923336643695,False
114,22.8,-1.107797342482539,-0.6572040207063766,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9423243108035093,0.1588506771576031,True
115,23.0,-0.949370521896881,-0.6540632676621663,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.630608178116648,0.3906808834588473,False
116,23.200000000000003,-0.9518448982669968,-0.6497276109662378,-1.199739933013916,-0.624674916267395,0.0,2,0.6778439127425298,0.3854190482216648,False
117,23.400000000000002,-0.95523129312031,-0.6454937085163039,-1.199739933013916,-0.624674916267395,0.0,2,0.6871979756709978,0.37900141429477024,False
118,23.6,-0.9595200646077946,-0.6413746970434849,-1.199739933013916,-0.624674916267395,0.0,2,0.6985571743924358,0.3714276041181895,False
119,23.8,-0.9646947680617876,-0.6373833399546283,-1.199739933013916,-0.624674916267395,0.0,2,0.7117690397848145,0.3627090534390905,False
120,24.0,-0.9707312753735171,-0.6335319167752044,-1.199739933013916,-0.624674916267395,0.0,2,0.7266426173466718,0.35287035188538096,False
121,24.200000000000003,-1.057520739741133,-0.6304696974098657,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8845635496023379,0.21917737456788222,False
122,24.400000000000002,-1.22031590850521,-0.629444483282511,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,1.957716828104692,0.033382639058336994,True
123,24.6,-1.3679518617616189,-0.6309139666764683,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.8125292133532502,0.2591587136869203,False
124,24.8,-1.4916971790749232,-0.6345299795023919,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.5158160467730888,0.44969857453190004,False
125,25.0,-1.3018502416876805,-0.637487086172337,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.905140648890976,0.15965202161164355,True
126,25.200000000000003,-1.4361209536703918,-0.6400490405610245,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.6682310557157165,0.36526440391620896,False
127,25.400000000000002,-1.544265771585979,-0.6445092784768798,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.3405673877910209,0.5318692168948751,False
128,25.6,-1.4862116905075597,-0.649253226766098,-1.199739933013916,-0.624674916267395,0.0,2,0.5705855056672832,0.4440972763349329,False
129,25.8,-1.4399225071980815,-0.6531132954155903,-1.199739933013916,-0.624674916267395,0.0,2,0.6968188556051934,0.37487684128825643,False
130,26.0,-1.2550776957202558,-0.6550583236120407,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9408633217956415,0.10865884274150325,True
131,26.200000000000003,-1.3932922175659952,-0.6566808597463731,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.76138799441693,0.30614910856046984,False
132,26.400000000000002,-1.5074989050955103,-0.6602951658962353,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.4624204389826057,0.4800464445858254,False
133,26.6,-1.4547965207007252,-0.6642995045704785,-1.199739933013916,-0.624674916267395,0.0,2,0.6558304580622581,0.4021532789835892,False
134,26.8,-1.2655938428197686,-0.6663013880200943,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9314283733819433,0.13719082465829843,True
135,27.0,-1.4002333415266985,-0.6679197444854527,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7442224219078478,0.3230749160498835,False
136,27.200000000000003,-1.5110502393334626,-0.6714738888166016,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.44778762946170664,0.4901000167777582,False
137,27.400000000000002,-1.4556086477178591,-0.6753697049155558,-1.199739933013916,-0.624674916267395,0.0,2,0.6502135592699122,0.40944707355477683,False
138,27.6,-1.264238469229092,-0.6772259521163327,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9287918320953275,0.15324452891653992,True
139,27.8,-1.397078799056633,-0.6786688513024107,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7471440825589709,0.3264485660041147,False
140,28.0,-1.2882878618996119,-0.6802301607242839,-1.199739933013916,-0.624674916267395,0.4000000059604645,3,1.9385035146148044,0.1838460297974268,True
141,28.200000000000003,-1.11638227005846,-0.6795414975372265,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9134123420811062,0.17695208085853975,True
142,28.400000000000002,-0.9533972630921198,-0.6762161380250484,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.634825650857582,0.3959178683767548,False
143,28.6,-1.031791030655595,-0.6722673851092571,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8352944004277462,0.27919014092602895,False
144,28.8,-1.1098179807805535,-0.6696159287092905,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9409139456079503,0.170622863126978,True
145,29.0,-0.9488998598024883,-0.6663294477302173,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6263674888755051,0.3968541658258274,False
146,29.200000000000003,-1.029246742674016,-0.6624503590148871,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8337075907037472,0.27540273130449716,False
147,29.400000000000002,-1.1092670148730333,-0.6598992238701735,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9430890460840258,0.15968962556883712,True
148,29.6,-0.9502851178889564,-0.6567430192871317,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6324192457106962,0.3903368357214211,False
149,29.8,-1.0325376504338013,-0.6530231910120174,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8416491925539632,0.2648357834762261,False
150,30.0,-1.1923553951576782,-0.6512872657248022,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,1.9572678914907677,0.06021990544174253,True
151,30.200000000000003,-1.339368678013669,-0.6520263244051269,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.855895373046369,0.2232468109639621,False
152,30.400000000000002,-1.4646192842996224,-0.6549290017378554,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.59150021355896,0.41301544005996554,False
153,30.6,-1.2755760096227167,-0.6572062628609663,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9263951077589008,0.13725236609662753,True
154,30.8,-1.4103908922148263,-0.6591014662047681,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7248440772971811,0.332985863874589,False
155,31.0,-1.228717785734365,-0.6605302054965221,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9511834591024106,0.09130248662312208,True
156,31.200000000000003,-1.3695305018331274,-0.6616827099825684,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.8051510049046539,0.2738563063796306,False
157,31.400000000000002,-1.4874952219203452,-0.6648845971152465,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.5232468942288769,0.45162813474982005,False
158,31.6,-1.4381604870275104,-0.6685410428255995,-1.199739933013916,-0.624674916267395,0.0,2,0.697354012746714,0.37953296365363376,False
159,31.8,-1.2507284069215578,-0.670241016579306,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.939285224563398,0.1280883031583335,True
160,32.0,-1.3867745416173556,-0.6715830007931325,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.770239282720228,0.3060449628430863,False
161,32.2,-1.4996362012932514,-0.674892340002962,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.48296767807425406,0.4746827865361398,False
162,32.4,-1.4460070184483873,-0.678578612965498,-1.199739933013916,-0.624674916267395,0.0,2,0.6741584058822893,0.39735753317435785,False
163,32.6,-1.2555317953939564,-0.6802499213894451,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9331151148728623,0.15039835641070715,True
164,32.800000000000004,-1.3890672295807638,-0.6815207883334197,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7621819339535845,0.31748640357543245,False
165,33.0,-1.2809318693155791,-0.6829243627222374,-1.199739933013916,-0.624674916267395,0.4000000059604645,3,1.9439452312486751,0.17988391125304024,True
166,33.2,-1.4102493413420243,-0.6845328072789949,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.7168658803678383,0.35011336916539587,False
167,33.4,-1.2983776747721343,-0.6862028343921766,-1.199739933013916,-0.624674916267395,0.4000000059604645,3,1.9262516966464183,0.20426187770897558,True
168,33.6,-1.1244361725569036,-0.6855811736721034,-1.199739933013916,-0.624674916267395,0.800000011920929,4,1.9176491095096797,0.17815876859063112,True
169,33.800000000000004,-0.9601133809158872,-0.6822957029122071,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6495265992998656,0.39026048517605366,False
170,34.0,-1.0373022192792043,-0.6783670614277706,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8426399921820659,0.2769266607706859,False
171,34.2,-1.1139650062815984,-0.6757149342198835,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.94268437397493,0.17400697522664008,True
172,34.4,-0.951776622022715,-0.6724063573716779,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6319616637094975,0.3959537174476809,False
173,34.6,-1.0309238093545388,-0.6684862485552577,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8349683698317578,0.2773655703725954,False
174,34.800000000000004,-1.1097152153311498,-0.6658752038125063,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9419315389511964,0.16602610171030058,True
175,35.0,-0.949541008226418,-0.6626405938484808,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6290555043176935,0.3940589933073539,False
176,35.2,-1.030621708370945,-0.6588245157546547,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8370405599886372,0.27102324838886654,False
177,35.4,-1.111307958386272,-0.6563467834664268,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,1.9458118273777552,0.15317636317419653,True
178,35.6,-0.9530015397094322,-0.6532734166003348,-1.199739933013916,-0.624674916267395,0.800000011920929,4,0.6401653570209603,0.38488071974206506,False
179,35.800000000000004,-0.9556965125586612,-0.6490073067669038,-1.199739933013916,-0.624674916267395,0.0,2,0.6878330699208881,0.3793251174666394,False
180,36.0,-0.9592887153707432,-0.6448454593497825,-1.199739933013916,-0.624674916267395,0.0,2,0.6975357707943353,0.3726306597547178,False
181,36.2,-0.9637658284887481,-0.6408007229222175,-1.199739933013916,-0.624674916267395,0.0,2,0.7091500572198395,0.364801426153837,False
182,36.4,-0.9691086248325189,-0.6368855329036468,-1.199739933013916,-0.624674916267395,0.0,2,0.7225147477149287,0.3558534494686368,False
183,36.6,-1.055247075699865,-0.6337495628727964,-1.199739933013916,-0.624674916267395,-0.4000000059604645,1,0.8810005223506059,0.22320951409855164,False
184,36.800000000000004,-1.2175489254525065,-0.6326422478968681,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,1.958129083460248,0.0326212891466744,True
185,37.0,-1.364949260356739,-0.6340248355142145,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.8175745659964612,0.25501603950611895,False
186,37.2,-1.4887123398560822,-0.6375533892250485,-1.199739933013916,-0.624674916267395,-0.800000011920929,0,0.5246074686030094,0.44549313199448803,False
187,37.4,-1.443990034920338,-0.641614909969081,-1.199739933013916,-0.624674916267395,0.0,2,0.6883622360387592,0.3776502823542231,False
